uuid,patent_id,text
li42xqxse5wfwukuljom4248i,4491011,"FIG. 1 is a vertical sectional view through the hollow fiber dialytic chamber and associated parts with the sheath, which normally surrounds the column, removed for clarity, details of the assembly being shown on larger scale and expanded in the insert;"
esmone1yb1ozy7sylty5plzc4,4490984,FIG. 1 is a vertically sectioned front view of a low-temperature liquefied gas constant outflow device according to an embodiment of the present invention; and
sgr417wmw2r3m8knw5ewjyw7p,4490856,FIG. 1 is a view in elevation of an embodiment of the invention in planar or developed condition.
0kk5bctor1hx0gio1t9mzo5if,4491421,"FIG. 1 is a view in elevation, partly broken away and partly in section, of a vessel with an impeller assembly and a shaft;"
ul4rvp3ghhm0i94xyktc2ddcj,4491601,FIG. 1 is a view in perspective of a burrito-type food product in accordance with the invention;
eivftswzlpcqjuz0cjnwzluvp,4491234,FIG. 1 is a view in perspective of one form of the bucket apparatus of the invention with brushes held therein;
r8lebz6sjuo92px5oya0mfgrt,4491847,FIG. 1 is a view in perspective showing an orientation device according to the prior art;
x8jq1rbddu5rreck25sqwdplz,4491949,FIG. 1 is a view in section transverse to the optical axis of the apparatus according to the invention;
u3ai0tl8hq217u1cd4gn5bs7s,4490941,FIG. 1 is a view of a door of a transit vehicle with a door operator constructed in accordance with the principles of the present invention;
99ulox5dakkox15mxre1y77dt,4491438,"FIG. 1 is a view of a pole made according to the invention, and"
2qp4rbzn8xrwojyxy7nt8djc1,4491331,FIG. 1 is a view of a seal assembly constructed in accordance with this invention.
0n5izv975cwmehqgdbcykxkbc,4491844,FIG. 1 is a view of an automobile rear windshield glass having an antenna device in accordance with one embodiment of the present invention;
ssre78topzmltsfud1rzkm78j,4491829,FIG. 1 is a view of the data entry and display panel.
18b1uji4tuvxnf6pitpu4jmze,4491061,FIG. 1 is a view schematically showing an arrangement of one embodiment of an air conditioning system according to the present invention;
gtuqc95yrybzr2hfc7jo5132c,4490892,FIG. 1 is a view showing an example of the application of an embodiment of the present invention.
lxbvbii5lc2bp7e1zwhoofrjf,4491697,FIG. 1 is a view showing the arrangement of an embodiment according to the present invention.
wgifd80fwreydkogq3t878np1,4491332,"FIG. 1 is a view, partly in axial cross-section, and partly in elevation, of a LSHT gerotor motor of the type to which the present invention may be applied."
ko2boci9sjenvr42ft9u1d97w,4491959,FIG. 1 is a web of plastic bags according to the invention;
9jkxwh569etr4by19f6r1bpkc,4490980,"FIG. 1 is an aerial view of the first preferred embodiment where the ""up"" direction is perpendicular to the plane of the drawing sheet and in a direction toward the viewer."
320j286zs9oimounlh8xpv6am,4491173,"FIG. 1 is an axial cross-sectional view, partially cut away, of the preferred embodiment of the present invention;"
a6ue51i4n694llewctttwfni3,4491706,"FIG. 1 is an axial section through the central portion of a circuit breaker according to the invention, whereby the portion of the figure to the right of the center line shows the breaker in the closed position and the portion of the figure to the left of the center line shows the breaker in the open position."
hq3vk71mgqnlbs6qwer6tzhm7,4491204,FIG. 1 is an axial section through the upper portion of a disk brake according to this invention;
c2zpeq97wyhz7sl7083xsu2k0,4491056,"FIG. 1 is an axial sectional view of a negative pressure booster constructed in accordance with one embodiment of the present invention; and,"
6cdh42bprqw0bk1gu2f2x3v5x,4491444,"FIG. 1 is an axially extending sectional view of a tool holder embodying the present invention and arranged to perform percussion drilling operations, that is, the tool is not fixed against axial movement;"
aqlev2p7wllqw5xbae0dlk57m,4491445,FIG. 1 is an axially extending sectional view of a tool holder embodying the present invention with a tool inserted in the locked position;
u2t3gy60um4i9wazqvz6tdffv,4491241,"FIG. 1 is an electrical circuit diagram, primarily in block form, of a novel monitoring system according to the present invention;"
708j7dzeoe7biaavhsxxre1g5,4491910,FIG. 1 is an electrical diagram in block form of a microcomputer system employing features of the invention;
enxjb53goo996t3ohjth0hzu3,4491250,FIG. 1 is an elevation in section of one embodiment of the invention;
2dat5rprax988ua5m5ykqo0pk,4491322,FIG. 1 is an elevation of a racket stringing machine incorporating tensioning apparatus of the present invention;
wp7dqw7faq3f7qii5vo8mlhg4,4491354,FIG. 1 is an elevation view of a pair of door panels including lock bar structure constructed in accordance with the invention secured thereto and locked in a visible locking condition.
opet1ke07p4ytyp1dq2nwa5lb,4491135,FIG. 1 is an elevation view of an embodiment of a needle holder of the present invention positioned for holding a curved needle;
zyfqyfkj7gisk5yuhdu1wxzhh,4490979,FIG. 1 is an elevational view illustrating an assembly forming part of a braking system in accordance with the invention;
qamv9insc4bb0l43vhysvshb6,4491163,FIG. 1 is an elevational view of a boom on which a felling head according to this invention is mounted;
wqldi20fheeggz423ygugho6s,4491036,FIG. 1 is an elevational view of a type of differential assembly contemplated for use with the present invention;
wtltat22hj28b1msc6pgx1ed6,4491451,FIG. 1 is an elevational view of a work handling assembly made in accordance with this invention showing how a workpiece is brought to the deposit point in the die space of a drop-forging press;
rbpnc0326rbye46ow4e0i1t7m,4491345,"FIG. 1 is an elevational view of an exemplary subsea well installation showing a blowout preventer stack landed on a subsea well head and a marine riser run from an overhead vessel to the blowout preventer stack, an installation in which the marine conductor coupling of the present invention finds particular use;"
cwvlidzlkz7hsn2ncsf7rhe07,4491134,FIG. 1 is an elevational view of one form of needle employed in this invention.
ryysaxagfgslll6hhwsw9a3ws,4491766,FIG. 1 is an elevational view shown partly in section of a high pressure sodium vapor lamp constructed in accordance with the present invention using a single diode between a main electrode and the metal spiral as the voltage rectifying means.
nlvwyr7tmult3hk3ygb6jioov,4490887,FIG. 1 is an elevational view with a cutaway zone of a cable tie embodying the invention;
zgel95bkfz22k9kuww04mtimg,4491713,FIG. 1 is an elevational view with parts broken away illustrating the construction and the several components of the cable; and
stotgkaj0a0bu4dia105jjby3,4491351,"FIG. 1 is an elevational view with parts in vertical section showing the male member, the female member and the helical coil of the invention in a connected position;"
dlqgwnnyfbfcojmrs0oguu61p,4491426,"FIG. 1 is an elevational view, of the temperature sensing assembly of the present invention;"
45bxzoepr1zcp6zidpmxcdcyi,4491211,"FIG. 1 is an elevational view, partly in section, of a friction clutch which embodies the invention;"
ugj0gwetc3f8qph4gpqzw47um,4491503,"FIG. 1 is an elevational view, shown in somewhat schematic form, of a sheet threading device which is constructed and operates in accordance with the principles of the present invention;"
25nnycwsyrhypunkm98lsb449,4491148,"FIG. 1 is an elevational, cross-sectional view of the present invention employed within a vertical production line."
rty02t9gvtg9d4x0d31g9nyei,4491031,"FIG. 1 is an end elevation partly broken away, showing a preferred embodiment of this invention."
u7lusboi9wz46sbkvbek7khhm,4490944,FIG. 1 is an end elevational view in schematic form of a typical apparatus for grinding a workpiece such as a billet.
exin89cx065fpdos5r9rllxrj,4491239,FIG. 1 is an end elevational view of a picnic cooler constructed in accordance with this invention.
fb064aq7tywomu2me3qpemz1r,4491363,FIG. 1 is an end elevational view showing my improved foldable table and bench unit;
r5q14c0r90btzquz7nmk5yos5,4491721,"FIG. 1 is an end view of a bed showing the heating device installed, secured to the understructure thereto which may also be construed to represent other objects."
pf4hf64wfezr1fg7iwnb3nvvu,4490951,"FIG. 1 is an enlarged fragmentary side elevation, partly in vertical section, taken through a multi-section crane boom having the remotely operable latch plunger and locking pin means according to the invention."
0216aygmrelggda0rghrqllwe,4491044,"FIG. 1 is an environmental view, showing a turning machine utilizing a turret assembly of the present invention."
iotulwmuke5z9pwc9ki9176aa,4491712,FIG. 1 is an explanatory diagram showing conventional a discharge machining method and apparatus in which an electrode is displaced relative to a workpiece;
2wfsv6n74qq99g6s69nzpwdcl,4491863,FIG. 1 is an explanatory diagram showing the arrangement of light emitting elements in a conventional color display apparatus;
wjon54bt0l6m308e5yvgtb0yk,4491028,"FIG. 1 is an explanatory perspective view of a pressure transducer disclosed in my copending U.S. patent application Ser. No. 433,109, filed Oct. 6, 1982, for the purpose of facilitating understanding of the present invention."
rskzni4krs0ydr9j2byvc9udb,4491365,FIG. 1 is an explanatory side elevation of an actuation arm for lifting up a thigh support frame in the conventional thigh support adjusting mechanism;
8v50b5mfrxxcbz3jr3iq71ff5,4491380,FIG. 1 is an exploded elevation view of the lamp socket as configured for receiving a push-in type lamp in accordance with this invention.
ucjk8fc9frpbzkb5idtgkrbte,4491378,FIG. 1 is an exploded perspective view of a dual-in-line plug and socket assembly according to the invention;
el2a621vdk4isnzabcqzsvvfi,4491893,FIG. 1 is an exploded perspective view of a gas-filled surge arrester according to the present invention.
8odby2gvjac3yqrkkk4gvob78,4490998,"FIG. 1 is an exploded perspective view of a novel lock assembly, embodying the present invention;"
t22y7lxi3ixqua0oofxrbxs9h,4491695,FIG. 1 is an exploded perspective view of a telephone set base and a dial assembly;
ned8ks4nf8ekmaaa7bbfryvxk,4491047,"FIG. 1 is an exploded perspective view of a vertical, direct drive band saw of the present invention; and"
4vnh9l3pznjdcb5ec22psp5r6,D277036,FIG. 1 is an exploded perspective view of an electric shaver with the prongs extended showing our new design;
czbjo4zqpimunt0b0bfznanut,4491696,FIG. 1 is an exploded perspective view of one form of telephone set base in accordance with the invention;
4u4lti0junu4dv9p3k1eonu5g,4491285,FIG. 1 is an exploded perspective view of the spinning style fishing reel containing the invention described herein;
zb49ts3mr1jxznaxu78503k74,4491460,FIG. 1 is an exploded perspective view one embodiment of the air cleaner and intake tube;
dotj41yxljsr26jyql2joo5uf,4491902,"FIG. 1 is an exploded perspective view showing the mounting bracket secured to a fixed structure representing the eaves of a building and the compatible light socket prior to being installed in the ""U""-shaped receptacle;"
ns6zvoce94x597lk35y9jtv4c,4491013,"FIG. 1 is an exploded perspective view, in partial cross-section, illustrating one preferred form of the apparatus of the present invention;"
5stln2j7a7k3ethxljq52uvpp,4490883,FIG. 1 is an exploded pictorial view of the preferred embodiment of the invention.
txapf7hhl4h0824gn18n5utep,4491091,FIG. 1 is an exploded prespective view of the mounting assembly with the swivel chain.
193rhha48jkikm8bjp0ic1hkj,4491340,"FIG. 1 is an exploded side elevational view of the mounting arrangement according to the present invention, together with a floating-caliper spot-type disc brake arrangement cooperating therewith;"
wbyc4goiilmsboecpo11bsaev,4491233,FIG. 1 is an exploded view of a plurality of trays according to the present invention;
wt518x6atxq8gvwkloevqncl3,4490948,FIG. 1 is an exploded view of a polishing plate according to the invention; and
r76desvzpz1xg9ngy2ffwdz83,4491012,FIG. 1 is an exploded view of a test strip in accordance with the present invention.
f9ak51810p4ponc2da0gubllc,4491710,FIG. 1 is an exploded view of a timer employing the features of the invention.
45lbjy8m3dcnk7ku8xfolemxu,4491806,FIG. 1 is an exploded view of the cavity resonator according to the invention.
lede16hfxifw6orm48uxae61d,4491024,"FIG. 1 is an exploded, partly cross-sectioned view of a preferential flow cell design for metering liquid according to the principles and teachings of this invention;"
kovuub517qc92cx7xz4igrsdm,4491602,"FIG. 1 is an external perspective view, partly broken away showing the food cooking apparatus of this invention; and,"
4tcqvvg7yrvt71h4ldoq9a5u8,4491232,FIG. 1 is an idealized perspective of a secured sampling facility such as is contemplated by the invention.
6vtn0rx6z8dyarjcpiatr8a0t,4491389,FIG. 1 is an illustration in perspective of a toy compact embodying the present invention; and
4lvh79vr1gzfg1jks4idunzsk,4491724,"FIG. 1 is an illustration in plan view of a course and heading computer constructed in accordance with the principles of this invention, and"
f2jql1hi0cjbx49piinuvi45r,4491969,"FIG. 1 is an illustration of a typical satellite communication system,"
aea7yyzzopqxt9tgip6gwe4sk,4491772,"FIG. 1 is an illustration of the installation of a ceiling fixture combining a fan and a light, and including manual controls, the ceiling fan being designed to be driven by an electronically commutated dc motor."
gxotta98agxdifv3w858ln65r,4490879,"FIG. 1 is an illustrative sectional view of a typical domestic fireplace, including a firebox, flue and chimney."
w3g3c2nltrq3h64io083wm2av,4490882,FIG. 1 is an isometric exploded view of the preferred embodiment of this invention.
ee1dnn7t9yva5kpy2q6vtg4x7,4490868,"FIG. 1 is an isometric section, partial view of a preferred embodiment of a composite band of the present invention and showing closely-related parts of a shoe machine in which the composite band is installed;"
3xusk0r5zk3tn69051clvpdec,4491940,"FIG. 1 is an isometric view illustrating the record in accordance with the invention, and its optical read-out device."
f4kqwfoctnojm9dmzjkw0r2gy,4490952,FIG. 1 is an isometric view of a first embodiment of an apparatus for eliminating moisture in an insulating roof system;
4rp9prrccxn3f6l8w1t4dl735,D276978,FIG. 1 is an isometric view of a rail anchor showing my new design;
3mi2hxbbc6rlo7l65jcx35pfi,4490967,FIG. 1 is an isometric view of an apparatus for lifting crops constructed in accordance with the present invention.
tjndm386xamjx66csqe92e7ri,4490920,"FIG. 1 is an isometric view of the improved guide clamp mounted upon and near an end of a board, the workpiece, and with an accessory slide plate connected to the bar of the guide clamp to hold a router to shape the end of the board;"
sas9msf2c4y8cpy40w89n4wfd,D277031,FIG. 1 is an isometric view of the teether;
tn09gkam9gbty5h58h0seldh3,4491739,"FIG. 1 is an isometric, overall view of a first embodiment of this invention, in which a second airship is used to supply the extra buoyant lift needed at the nose of the turbine airship."
nvlv559xmz7366989t93myule,4490993,"FIG. 1 is an isometric, partially cutaway view illustrating the inventive condensing apparatus;"
iypz6xe2k59zsxiclf0rf4akg,4491353,FIG. 1 is an outer end view of a roller door catch in accordance with the invention;
1sr3vjwprieb26z2lkkjb9yiq,4491727,FIG. 1 is an outer view diagrammatically illustrating a semispherical sensor constructed in accordance with the present invention;
dxx6yiaeifjablkbw4ffk7jv3,4491944,FIG. 1 is an overall block diagram of an exchange in accordance with the invention and having a time division switching network.
uultozqk2d2dszmac9d1n0ebw,4491608,FIG. 1 is an overall diagrammatic view of a complete mobile plant for carrying out the method according to the invention.
obq7moat6qbz2gy0bngjs3pmy,4491131,"FIG. 1 is an overall perspective view of an illustrative laser device for gynecology according to the invention including a base, a laser head acting as a post, a control panel, and a colposcope or operating microscope delivery system;"
oi4fz3wgw11tenqb3bclp51ky,4491279,FIG. 1 is an overhead perspective view of the present crushing and conveying system in operation in an open pit mine;
r6drzev6i99pi6xzq69ptg1om,4491288,FIG. 1 is front view of a first embodiment;
kzoogcxpnxj7nwyf4dm0m4bff,4491329,FIG. 1 is partially sectional side view of a tether ball game according to the invention (without the pole) in a first position;
yd9v7loj02bca6ksva2htr9uf,4491718,FIG. 1 is schematic block diagram of a preferred embodiment of the adaptive tracking system according to the present invention.
g1terwr67eqkeilhf8bfd0498,4491366,"FIG. 1 is side elevational view of the present invention, the opposite side being a mirror image thereof."
ae6fouy6tlr4zrppvs13cu5kp,4491063,FIG. 1 is the detail of the delivering unit in the working condition for the production of the coffee beverage and
zt91wy15a45zr34w1tn9sqcge,4491537,FIG. 1 is the GLC profile for fraction 6 of the distillation product of the reaction product containing the compounds having the structures: ##STR11##
lbxjhz63mi81gw9hrfw6jp2pc,4490885,FIG. 1 is top plan view of a fish scaler showing the motion of the blade according to my invention;
e4g5w4fjiqohfq56wkead7d7n,4491023,"FIG. 1 is, partly in cross section, a side view of a measuring cylinder according to the invention, and"
zgtmvc3ueggjbdlbt0jriepo7,4491301,"FIG. 1 of these drawings shows a tackle according to a first embodiment of the invention, in vertical longitudinal section taken along line I--I of FIG. 2."
16v7ajpwfd6un9nnrxltbnnhu,4491067,FIG. 1 presents the bark press according to an embodiment of the invention in end view and partly sectioned.
pf7vn8s15616ccs7okjp8h10a,4491422,FIG. 1 provides a side elevational view of the apparatus with the handle not attached and the mixing unit shown disconnected from the drive unit;
tiq3f4k8tgmj2clcy5cv2pe5z,4491193,FIG. 1 provides a side parallel sectional view of the kneeling platform of the present invention including appendage 5 attached to the frame 1.
l3prgjvpt4ls0pdnebptmbjuu,4491818,FIG. 1 represents a perspective view of a pickup coil assembly constructed in accordance with the invention;
iuuaqnuejqeo1uc19tp81pwzv,4491339,FIG. 1 represents a side view of a strut according to the present invention.
nlux2ag0vwazbgtjr8drbx550,4491982,FIG. 1 represents a transmission span over which the invention may suitably provide high capacity communications with reliability.
zwk5kcyi1v3xu9s8qwvf9d2fw,4491778,FIG. 1 represents the positive half of a sine wave.
6pj5q1v6uze2pv0yhpn77nbax,4491462,FIG. 1 represents the various processual functions out of which the process according to the invention is composed;
kdkh27ii61ryilm1lk6q2pvgs,4491521,FIG. 1 schematically illustrates a dewatering apparatus and serving to explain the wire guiding and the arrangement of the pre-dewatering funnel together with the dewatering cylinders and press rolls;
dca0rz82oiyocv4m6cglb2mfn,4490971,"FIG. 1 schematically illustrates an engine in accordance with the invention,"
9asataadd4mkk5qx7db5quu16,4491942,FIG. 1 schematically illustrates an optical star bus with connected subscribers;
ej2hng0rj189vrud3i3vu3o83,4491559,FIG. 1 schematically illustrates the manner in which the material can be flowed out on a release sheet and leveled to a predetermined thickness.
gh9y2ffpqmhjkp218glc2wdxk,4491342,FIG. 1 schematically shows a suspension of the type according to the invention.
3srv394y89x8u67a04y2tq5qy,4491736,"FIG. 1 schematically shows the method for recording and reproducing a radiation image using the radiation image storage panel of the present invention,"
v2a64ziqsdz2d9j1ddyoql958,4491832,"FIG. 1 show a block diagram of a conventional display device,"
k1erpx29wd5cwpxj1jmatj6te,4491841,FIG. 1 shows a block circuit diagram of the installation;
tkvhyoyguyhek6xfwn9agp0hy,4491976,FIG. 1 shows a block diagram of a double-superheterodyne tuner.
0v6exic3naljmfr5515wcpcyc,4491783,FIG. 1 shows a block diagram of an embodiment of a noise factor and available gain measuring apparatus according to the present invention;
yohf0tdfm5i1vut99yuxe3zol,4491809,FIG. 1 shows a block diagram of major elements of an SHF band television signal receiver.
37t19kggkx2vhituev21f0pei,4491808,FIG. 1 shows a concept of a TDMA communication system which is a background of the present invention;
y7tzv607sihw6n01esedwayva,4491912,FIG. 1 shows a configuration of one embodiment of a data processing system in accordance with the present invention;
9zhtekmak1ko2iy29ebljr58p,4491731,FIG. 1 shows a conventional radiation beam arrangement wherein a change of measuring device positions is required when different size tubes are being measured;
7ycw175iao00bx26ive4ck14q,4491215,FIG. 1 shows a conveyor embodying the invention in longitudinal section;
06rtbgdygvzug6kxg9dm03emv,PP5381,FIG. 1 shows a developing flower bud;
4qu152vbwheu8gxn2t6m59r1g,4491981,FIG. 1 shows a device according to the invention in an oblique view;
hagcjuojm0cabhs53hstaynct,4490894,"FIG. 1 shows a device for the winding-up and pressing-on of the withdrawal cord of a tampon, in a front view;"
8owl4ag3nqpoji7ijocn5jqsc,4491803,FIG. 1 shows a differential amplifier incorporating a current-limiting mechanism in accordance with the present invention;
2tl6nsrn4a8rgjtdul359dy9d,4491049,"FIG. 1 shows a front view of an electronic combined device functioning as an electronic musical instrument, an electronic calculator and an electronic timepiece according to the present invention:"
ictr5x5rhktcinegu9759p7mn,4491314,FIG. 1 shows a general schematic view of the uneven bars;
oon21y6fr19zx8lg5po4kg6fk,4491552,"FIG. 1 shows a generalized top view of an in-line four or six cylinder engine, the cylinders of which are supplied with vaporized gas mixtures via the presently improved variable jet carburetors."
wlxecdr1hgryxtjziwbltpwfk,4491974,FIG. 1 shows a graduated dial of the light needle type;
mi18xcy3hck21oghpvjc8gol9,4491192,"FIG. 1 shows a ladder safety device according to this invention in which the constituent parts have been separated for clarity of illustration,"
p99w9itd6m1v0by10t9aesxbj,4491715,FIG. 1 shows a longitudinal section of an apparatus for gas-shielded arc welding according to the invention;
xo8v3i609167vlp0otnsmb49v,4491435,FIG. 1 shows a longitudinal section through a first embodiment of the jointed stand according to the present invention;
1u56h00lbqxsykrmbvg0l1rri,4491222,"FIG. 1 shows a number of tape reels and separator rings in exploded view relative a mandrel and the mandrel's chuck, which mandrel and chuck hold the rings during stretch wrapping;"
z61bpzzruz1dec8nas71ud2sl,4491010,FIG. 1 shows a partially cut-away view of a sensor according to this invention.
bmbuvvdl5nwzchww0kj24hwcc,4491404,"FIG. 1 shows a perspective view of a camera device and a flash device in accordance with one embodiment of the present invention,"
oqdsyub9j80cqp80fnd3gf8vg,4491136,FIG. 1 shows a perspective view of the female member of the device as it is first positioned about the penis with the compression clamp 16 open and unlatched.
kxykawldg6po9z3qdf85plmrt,4491598,"FIG. 1 shows a pictorial view of a package of this invention, with part of the packaging material cut away to show the enclosed product."
gdtdwnb8x8n23xcyk7hdtx5g8,4491700,"FIG. 1 shows a prior hybrid circuit for a telephone subscriber interface circuit,"
r3llp9h1ahsrm856mvuhqqgn1,4491425,FIG. 1 shows a rear view of one embodiment of the present invention with the clock separated from the stand;
1yyojr2v8f38pnhy2dl56f1b1,4491842,FIG. 1 shows a schematic illustration of the frozen wave generator jammer of the present invention in partial section;
ivvodutogffppliqwkbgbaomt,4490994,FIG. 1 shows a schematic plan view of the cam parts of a knitting system of the flat knitting machine;
c0swyyx38w9eygquwnse2aqev,4491738,FIG. 1 shows a schematic side-view of a rotary drilling system including a pipe section housing the subsurface components of the telemetry system;
nidjz53ofdo82mf3jo1pp8rh0,4491439,FIG. 1 shows a schematic view of a floating tension leg platform anchored to a subsea anchor base by the tendon latch of the present invention;
3vgm29o2072r1wv17pysy22ae,4491368,"FIG. 1 shows a section taken in the direction of movement of a pick operating under water and belonging to an apparatus according to the invention, in a first embodiment;"
g6qmzrrg6o9minwo9ovhwpdmk,4490935,FIG. 1 shows a side elevational view of the present invention.
n47msf77itgzymmiehb9bpp6f,4491823,FIG. 1 shows a top view of a rotary resistor according to the invention; and
0v3ebjot2t9prjxbdvc5rco21,4491175,FIG. 1 shows an absorber plate with cuts.
baijb924rkjohkhbbessw6bwn,4491688,FIG. 1 shows an electronic stylus in a longitudinal section;
6iy1b1i8wr08lx2e88r0s57fl,4490902,"FIG. 1 shows an elevational view of a prior art lead frame and molded package, with overlying dam bar cutting die punches shown in cross section;"
hz1lasulmr51vy0edaar89sjg,4491089,FIG. 1 shows an elevational view of an inflated structure; and
6i7dz78ka8el0naopskfhhvon,4491294,FIG. 1 shows an elevational view of that embodiment and
00er1ckrfbdyceyrxpa8hl8ae,4491112,"FIG. 1 shows an example of a control system for a diesel engine, to which the present invention is applied;"
urn3oftmsvquqtdh68gxomcdp,4491133,FIG. 1 shows an exploded perspective view of the cartridge of the present invention.
87r4zzf2kc87c3q629ow9cv0q,4491957,FIG. 1 shows an FM-receiver in accordance with the invention;
3j9thpzq7p0ceckqkzgvdclws,4491704,FIG. 1 shows an orthogonal view of a metal-enclosed switchgear vacuum circuit interrupters employing the principles of this invention;
kkqjbd4y8j5ktrkdoee9a46x4,4491678,"FIG. 1 shows an X-ray diffraction pattern of the crystalline borosilicate obtained in Referential Example as described hereinafter. In the figure, .theta. means the Bragg angle (degree). An asterisk (*) shows a peak of silicon oxide as a standard substance."
7cn5n9y7j0q4jsq5c7pj5lsos,4491667,"FIG. 1 shows chromatograms obtained by analyzing the decarboxylation condensation product (A) and the reaction solution in Example 1 by high-speed liquid chromatography (hereinafter abbreviated as ""HLC"");"
dplsogso4h9fcppo1tzu0aoh5,4491333,FIG. 1 shows in general terms a snowmobile equipped with steering skis;
7t68wrrn4kvljemm907dfsmuu,4491701,FIG. 1 shows in simplified block diagram form an echo canceler including an embodiment of the invention;
pop4rm0e6v5c5jp05h5i4cx2t,4491864,FIG. 1 shows one embodiment of a three-stage decision tree wherein the decision of conditions is performed in three stages according to the present invention;
f68tb6xzsoueht3v73rvfid2k,4491424,FIG. 1 shows pulse waveforms as applied to a timepiece motor coil;
jeir8dzi6hl7101vrvxx6amz8,4491880,FIG. 1 shows schematically a prior art pattern of tracks of records;
we04os5k8mei0jwk8iw48v81i,4491719,FIG. 1 shows seam welding with a gas tungsten arc welding torch which has a light pattern projector and vision sensor connected to remote components by fiber optic cables;
uc77s090o51qzzmzk4koi0qdd,4491919,FIG. 1 shows the basic layout of an exemplary embodiment of the invention; and
ryjj3ctjbdur4kafdqouihrf4,4491405,FIG. 1 shows the circuit diagram of the electronic flash device for use with the camera according to the present invention.
kkd7vavmgnoxuizlwrfcdvg4g,4491692,FIG. 1 shows the circuit used in the present invention;
0v0jtcgtg2j1sletc3g23sinh,4491532,FIG. 1 shows the extinction spectra of a first red liquid-crystal solution for light which is polarized in one case parallel and in the other case perpendicularly to the director of the homogeneously aligned liquid-crystal solution;
pe6jksj7a0y38byvn6952ug4f,4491431,FIG. 1 shows the four-layered embodiment of a resistive ribbon according to the present invention.
9r3cex6a9a51gw55a0e2t59o8,4491885,FIG. 1 shows the general arrangement of a magnetic recording/playback device in accordance with an embodiment of the invention;
pvjoh3azm6wwhqvum4hoblq90,4490950,"FIG. 1 shows the horizontal projection of an arch (in this example, out of prefabricated reinforced concrete shell elements)."
k5rillyjrf75hbovrytw4b7fl,4491171,FIG. 1 shows the principle construction of a regenerator with a rotational heat carrier roller in a sectional view with the section extending normal to the axis of rotation of the roller;
xn6fa18oygk06ut5wdhn321d7,4491593,FIG. 1 shows the proton magnetic resonance spectrum of kauradienoic acid;
tc0dh12a4wu1mujrgwej9nwvf,4491963,"FIG. 1 shows the scanning station of a copier apparatus that utilizes the instant invention, and"
mpia35rwq7co3ozavt16mwq3b,4491224,FIG. 1 shows the section 1--1 of the capping film in accordance with the present invention depicted in FIG. 2 which illustrates the principle of embodiment of the capping film.
k33py1eaowekfnli92vgclo24,4491482,"FIG. 1 shows the vertical cross-sectional view of an apparatus as a preferable embodiment of the present invention,"
phaknwb2os7hpfvl0rg5r9k0m,4491816,"FIG. 1 shows two axial semi-sections of a first embodiment, in the nonactivated state on the left-hand side, and in the activated state on the right-hand side."
ohawzymegbsyv8h0knfl3o95p,4491079,"FIG. 1 shows very schematically a section through a part of the hemming machine and more exactly its pulling carriage and one or two holding and arresting devicesm,"
xzyhnw58rronwx86ie0n4jwmu,4491266,FIG. 1 shows welding torch arrangement of a prior art welding robot having two welding torches;
5qax8g8upbjcdqjw82ii3xwve,4491038,"FIG. 1 shows, in axial cross-section, along line I--I of FIG. 2, a planetary-type traction roller transmission which includes the present invention;"
ejvq8hokhrqa2uoohk9vpu5ms,4491843,FIG. 1 the structure of an antenna according to the invention.
qrlj3ie1vt6knocf8r2ggbly2,4491373,"FIG. 1(a) is a cross sectional side elevated view of one example of the present invention in the form of a linear feeding device,"
a8i8674gs6wqy9a3ifed3jjlz,4491371,"FIG. 1(a) is a cross-sectional view of a conventional hydraulic pressure control valve, and FIG. 1(b) is an enlarged cross-sectional view of its one portion;"
sa8fet7qzmosgx8xniues1jng,4491560,FIG. 1-(A) is a photograph showing that a plate-like article obtained by annealing a molybdenum plate containing 0.100 atomic percent of calcium and 0.100 atomic percent of magnesium is composed of small crystals (fine grains) of molybdenum having an average grain diameter of less than 5 mm.
fdgit50oz55zbnpotakp8xo4z,4491477,FIG. 1(a) is a schematic view illustrating the state of a mixed powder before sintering;
qa3em7n3a6h8erdy6wx6lslg0,4491682,FIG. 1(a) is a schematic view illustrating the structure of a photovoltaic device of the type wherein the light impinges on the P-layer side;
wmxu57tm2n79dldcxyrtyn9e4,4491560,FIG. 1-(B) is a photograph showing that a plate-like article obtained by annealing a molybdenum plate containing 0.003 atomic percent of calcium and 0.003 atomic percent of magnesium is composed of four large crystals (large crystal grains) of molybdenum having an average grain diameter of at least 5 mm.
xig83mu3g00ibyn18gp2pe5nb,4491477,FIG. 1(b) is a schematic view illustrating the state of the mixed powder as shown in FIG. 1(a) after sintering;
aaz17j7gni0bwudnm8snail06,4491682,FIG. 1(b) is a schematic view illustrating the structure of a photovoltaic device of the type wherein the light impinges on the N-layer side;
bfst9phu3eqmfjxaelf5kztkl,4491373,"FIG. 1(b) through FIG. 1(d) are developed views of the sliding surface of respective carrying member shown in FIG. 1(a),"
lqbokvp91usysnfv8qahdaclr,4491560,FIG. 1-(C) is a photograph showing that a plate-like article obtained by annealing a molybdenum plate containing 0.005 atomic percent of calcium and 0.005 atomic percent of magnesium is composed of a single crystal.
itpp0sqxe73aseqt2obbm05g6,4491685,"FIG. 1, a longitudinal sectional view of ah assembled connector without the cable."
9ideu031vrvzgbia129r9nf99,4491327,"FIG. 1, a view of the spaced wickets used in the game and the throwing piece in various positions."
